Position Title
Administrative Aide VI (Accounting Clerk II)
Administrative Aide VI (Audio-Visual Aids Technician I)
Administrative Aide VI (Buyer II)
Administrative Aide VI (Cash Clerk III)
Administrative Aide VI (Clerk III)
Administrative Aide VI (Clerk III) (Anticipated Vacancy)
Administrative Aide VI (Data Controller I)
Administrative Aide VI (Electrician II)
Administrative Aide VI (Fiscal Clerk II)
Administrative Aide VI (Storekeeper II)
Administrative Aide VI (Utility Foreman)
Administrative Aide VI(Utility Foreman)
Administrative Assistant I
"Administrative Assistant I
(Computer Operator I)"
Administrative Assistant I      (Secretary I)
Administrative Assistant I (Bookbinder III)
Administrative Assistant I (Computer Operator I)
Administrative Assistant I (Reproduction Machine Operator III)
Administrative Assistant I (Secretary I (B))
Administrative Assistant II
"Administrative Assistant II
(Disbursing Officer II)"
"Administrative Assistant II 
(Clerk IV)"
Administrative Assistant II ( Administrative Assistant )
Administrative Assistant II ( Administrative Assistant)
Administrative Assistant II (Accounting Clerk III)
Administrative Assistant II (Administrative Assistant)
Administrative Assistant II (Audio-Visual Aids Technician II)
Administrative Assistant II (Bookkeeper I)
Administrative Assistant II (Bookkeeper)
Administrative Assistant II (Budgeting Assistant)
Administrative Assistant II (Carpenter Foreman)
Administrative Assistant II (Clerk IV)
Administrative Assistant II (Data Controller II)
Administrative Assistant II (Disbursing Officer II)
Administrative Assistant II (Electrical Inspector II)
Administrative Assistant II (Human Resource Management Assistant)
Administrative Assistant II (Public Relations Assistant)
Administrative Assistant III
"Administrative Assistant III
(Mechanic III)"
Administrative Assistant III (Computer Operator II)
Administrative Assistant III (Mechanic III)
Administrative Assistant III (Printing Machine Operator III)
Administrative Assistant III (Secretary II)
Administrative Assistant III (Senior Bookkeeper)
Administrative Assistant III (Stenographic Reporter II)
Administrative Assistant III (Stenographic Reporter II)*
Administrative Assistant IV
Administrative Assistant V (DEMO III)
Administrative Assistant V (Data Controller III)
Administrative Assistant V (Stenographic Reporter III)
Administrative Assistant V (Storekeeper IV)
Administrative Officer I
Administrative Officer I (Cashier I)
Administrative Officer I (Records Officer I)
Administrative Officer I (Supply Officer I)
Administrative Officer II
"Administrative Officer II 
(Administrative Officer I)"
Administrative Officer II (Administrative Officer I)
Administrative Officer II (Fiscal Examiner I)
Administrative Officer II (Human Resource Management Officer I)
Administrative Officer II (Information Officer I)
Administrative Officer II (Management and Audit Analyst I)
Administrative Officer II(Administrative Officer I)
Administrative Officer III
Administrative Officer III (Cashier II)
Administrative Officer III (Records Officer II)
Administrative Officer III (Supply Officer II)
Administrative Officer IV
"Administrative Officer IV
(Human Resource Management Officer II)"
"Administrative Officer IV 
 (Budget Officer II)"
Administrative Officer IV (Administrative Officer II)
Administrative Officer IV (Budget Officer II)
Administrative Officer IV (Fiscal Examiner II)
Administrative Officer IV (Human Resource Management Officer II)
Administrative Officer IV (Public Relations Officer II)
Administrative Officer V
Administrative Officer V (Administrative Officer III)
Administrative Officer V (Budget Officer III)
Administrative Officer V (Cashier III)
Administrative Officer V (Fiscal Examiner III)
Administrative Officer V (HRMO III)
Administrative Officer V (Human Resource Management Officer III)
Administrative Officer V (Management and Audit Analyst III)
Administrative Officer V (Records Officer III)
Administrative Officer V (Supply Officer III)
Administrative Services Aide
Administrative/ General Services Officer A
Administriave Aide III (Driver I)
Administrtative Assistant II (Clerk IV)
Adminstrative Officer V
Agrarian Reform Program Officer I
Agrarian Reform Program Officer II
Agrarian Reform Program Officer II (Agrarian Reform Investigating Officer II)
Agrarian Reform Program Technologist
Agricultural Technician
Agricultural Technician II
Agricultural Technologist
Agriculture and Biosystems Engineer III
Agriculturist I
Agriculturist II
Aquacultural Technician II
Aquaculturist II
Architect II
Assessment Clerk I
Assessment Clerk II
Assessment Clerk III
Assistant Professor I
Assistant Registration Officer
Assistant School Principal II
Assistant Statistician
Attorney III
Attorney IV
Attorney V
Board Secretary I
Business Development Officer A
CHIEF EDUCATION SUPERVISOR
CHIEF HEALTH PROGRAM OFFICER
CHIEF SCIENCE RESEARCH SPECIALIST
CITY GOVERNMENT ASSISTANT DEPARTMENT HEAD-II
CITY GOVERNMENT DEPARTMENT HEAD I (Secretary to the Sangguniang Panlungsod I)
CITY GOVERNMENT DEPARTMENT HEAD-II (PESO MANAGER)
CITY GOVT. ASST. DEPT. HEAD II
COMPUTER MAINTENANCE TECHNOLOGIST I
COMPUTER MAINTENANCE TECHNOLOGIST II
CONSTRUCTION AND MAINTENANCE CAPATAZ
CONSTRUCTION AND MAINTENANCE FOREMAN
COOK II
Carpenter I
Cartographer II
Cashier II
Chief Administrative Officer
Chief Economic Development Specialist
Chief Education Supervisor
Chief Labor and Employment Officer
Chief of Hospital I
City Government Assistant Department Head I
City Government Assistant Department Head I (Assistant City Treasurer)
City Government Department Head I (Chief of Hospital II)
City Government Department Head I (City Health Officer)
City Government Department Head I (City Planning and Development Coordinator)
College Librarian
College Librarian IV
Community Affairs Officer I
Community Affairs Officer IV
Community Affairs Officer V
Community Development Assistant I
Computer Maintenance Technologist I
Computer Programmer II
Computer Services Chief A
Computer Services Programmer B
Construction & Maintenance Man
Cook II
Cooperatives Development Specialist II
Corporate Budget Analyst B
Customer Service Officer B
DENTAL AIDE
DENTAL HYGIENIST
DENTIST II
DORMITORY MANAGER III
Day Care Worker I
Day Care Worker II
Dental Aide
Dentist I
Dentist II
Dentist III
Department Manager C
Development Management Officer III
Director II
Disability Affairs Officer III
Disbursing Officer I
Disbursing Officer II
Division Manager A
Do not enter multiple positions in one (1) row. Each row corresponds to ONLY one position.
Draftsman I
Draftsman II
Driver-Mechanic B
EDUCATION PROGRAM SPECIALIST II (D.O.)
EDUCATION PROGRAM SUPERVISOR
ENGINEER II
ENGINEER II (MECHANICAL ENGINEER)
ENGINEER III
ENGINEER IV
ENGINEER V
ENGINEERING ASSISTANT
ENGINEERING ASSISTANT (DRAFTSMAN II)
ENGINEERING ASSISTANT (SPECIAL AGENT I)
ENVIRONMENTAL MANAGEMENT SPECIALIST II
Economist I
"Education Program
 Specialist II"
Education Program Specialist
Education Program Specialist II
Education Program Supervisor
Election Assistant II
Election Officer  II
Election Officer  III
Election Officer II
Election Officer III
Election Officer IV
Electrician II
Engineer I
Engineer II
Engineer II (Civil Engineer)
Engineer III
Engineer IV
Engineer V
Engineering Aide
Engineering Assistant
Engineering Assistant A
Environmental Management Specialist II
FARM WORKER II
FOI
FOREST TECHNICIAN II
Farm Worker II
Farw Worker I
Financial Claims Examiner II
Fire Officer 1
Fire Officer II
Fire Officer III
Forest Technician II
GUIDANCE COUNSELOR I
Grains Operations Officer I
Guidance Counselor I
Guidance Counselor III
HEAD TEACHER I
"HEAD TEACHER I
(ELEMENTARY)"
"HEAD TEACHER I
(SECONDARY)"
HEAD TEACHER I (ELEMENTARY)
HEAD TEACHER I (SECONDARY)
HEAD TEACHER III
"HEAD TEACHER III
(ELEMENTARY SCHOOL)"
"HEAD TEACHER III
(ELEMENTARY)"
HEAD TEACHER III (Elem)
HEAD TEACHER III (JHS)
"HEAD TEACHER V
(SECONDARY)"
HEALTH EDUCATION AND PROMOTION OFFICER III
HEALTH PHYSICIST II
HEAVY EQUIPMENT OPERATOR I
HOUSEPARENT II
Head Teacher I
Head Teacher I   (Elementary)
Head Teacher I (Elementary)
Head Teacher I (Junior High School)
Head Teacher I (Secondary)
Head Teacher I( Elementary School)
Head Teacher II
Head Teacher II   (Elementary)
Head Teacher II (Elementary)
Head Teacher II (Junior High School)
Head Teacher II( Elementary School)
Head Teacher III (Elementary)
Head Teacher III (Junior High School)
Head Teacher III (Secondary)
Head Teacher IV
Head Teacher V (Junior High School)
Heavy Equiupment Operator II
Home Management Technologist
INFORMATION SYSTEMS ANALYST I
Information Officer A
Information Officer II
Information System Analyst I
Information System Analyst II
Information Systems Analyst I
Information Systems Researcher II
Information Technology Officer I
Instructor I
Instructor II
Instructor III
Internal Auditing Assistant
Internal Auditor I
Internal Auditor II
LABOR AND EMPLOYMENT OFFICER II
LABORATORY AIDE II
LABORATORY TECHNICIAN I
LABORATORY TECHNICIAN II
LAUNDRY WORKER II
LEGAL ASSISTANT I
LEGAL ASSISTANT I-OSDS
LEGAL ASSISTANT II
"LOCAL DISASTER RISK REDUCTION AND MANAGEMENT
OFFICER IV"
LOCAL LEGISLATIVE STAFF ASSISTANT II
LOCAL REVENUE COLLECTION OFFICER IV
Labor and Employment Officer I
Labor and Employment Officer II
Labor and Employment Officer III
Laboratory Aide II
Laboratory Inspector I
Laboratory Technician I
Laboratory Technician II
Laboratory Technician III
Laundry Worker I
Laundry Worker II
Law Enforcement Evaluation Officer III
Legal Assistant 1
Legal Assistant I
Legal Assistant II
Legal Assistant III
Livestock Inspector I
Local Assessment Operations Officer I
Local Assessment Operations Officer III
Local DRRM Assistant
Local DRRM Officer I
Local Disaster Risk Reduction & Management Assistant
Local Disaster Risk Reduction Management Assistant
Local Disaster Risk Reduction Management Officer II
Local Disaster Risk Reduction Management Officer IV
Local Disaster Risk Reduction and Management Assistant
Local Disaster Risk Reduction and Management Officer I
Local Disaster Risk Reduction and Management Officer II
Local Disaster Risk Reduction and Management Officer III
Local Disaster Risk Reduction and Management Officer-II
Local Disaster Risks Reduction and Management  Assistant
Local Disaster Risks Reduction and Management  Officer II
Local Legislative Staff Assistant II
Local Legislative Staff Assistant III
Local Legislative Staff Officer II
Local Revenue Collection Officer I
Local Revenue Collection Officer III
Local Treasury Operations Officer I
Local Treasury Operations Officer II
Local Treasury Operations Officer III
MASTER TEACHER 1 (ELEMENTARY)
MASTER TEACHER I
"MASTER TEACHER I
(ELEMENTARY)"
"MASTER TEACHER I
(Elementary)"
"MASTER TEACHER I
(SECONDARY)"
MASTER TEACHER I (ELEMENTARY)
MASTER TEACHER I (Elem)
MASTER TEACHER I (Elementary)
MASTER TEACHER I (JHS)
MASTER TEACHER I (SECONDARY)
MASTER TEACHER I-ELEM
MASTER TEACHER I-JHS
MASTER TEACHER II
"MASTER TEACHER II
(ELEMENTARY)"
"MASTER TEACHER II
(SECONDARY)"
MASTER TEACHER II (ELEMENTARY)
MASTER TEACHER II (JHS)
MASTER TEACHER II (Senior High School Master Teacher II-Academic Track and Core Subjects)
MEDICAL EQUIPMENT TECHNICIAN I
MEDICAL EQUIPMENT TECHNICIAN II
MEDICAL LABORATORY TECHNICIAN III
MEDICAL OFFICER III
MEDICAL OFFICER IV
MEDICAL SPECIALIST II
MEDICAL TECHNOLOGIST I
MEDICAL TECHNOLOGIST II
MGADH I (Asst. Municipal Treasurer)
MGDH I (Municipal Assessor)
MGDH I (Municipal Civil Registrar)
MGDH I (Municipal Planning and Development Coordinator)
MGDH-1 (Municipal Treasurer I)
MIDWIFE I
MIDWIFE II
MUNICIPAL GOVERNMENT DEPARTMENT HEAD 1 (LOCAL DISASTER RISK REDUCTION AND MANAGEMENT OFFICER)
MUNICIPAL GOVERNMENT DEPARTMENT HEAD 1 (MUNICIPAL CIVIL REGISTRAR)
MUNICIPAL GOVERNMENT DEPARTMENT HEAD I (LOCAL DISASTER RISK REDUCTION AND MANAGEMENT OFFICER)
MUNICIPAL GOVERNMENT DEPARTMENT HEAD I (MUNICIPAL ACCOUNTANT)
MUNICIPAL GOVERNMENT DEPARTMENT HEAD I (MUNICIPAL HEALTH OFFICER )
MUNICIPAL GOVERNMENT DEPARTMENT HEAD I (MUNICIPAL TREASURER I)
Management Information Systems Design Specialist A
Management and Audit Analyst II
Market Inspector II
Market Specialist II
Master Teacher 1
Master Teacher I
"Master Teacher I
(Senior High School Master Teacher I - Academic Track and Core Subjects)"
"Master Teacher I
(Senior High School Master Teacher I - Sports Track)"
"Master Teacher I
(Senior High School Master Teacher I - Technical Vocational Track(TVL))"
"Master Teacher I 
(Elementary)"
Master Teacher I                          (Secondary)
Master Teacher I (Elementary)
Master Teacher I (Secondary)
Master Teacher I (Senior High School Master Teacher I - Academic Track and Core Subject)
Master Teacher II
"Master Teacher II
(Senior High School Master Teacher II - Academic Track and Core Subjects)"
"Master Teacher II
(Senior High School Master Teacher II - Sports Track)"
"Master Teacher II
(Senior High School Master Teacher II - Technical Vocational Track(TVL))"
"Master Teacher II 
(Elementary)"
Master Teacher II                        (Secondary)
Master Teacher II               (Senior High School Master Teacher II Academic Track and Core Subjects)
Master Teacher II (Elementary)
Master Teacher II (Secondary)
Master Teacher II (Senior High School Master Teacher II Academic Track and Core Subjects)
Meat Inspector III
Medical Equipment Technician I
Medical Equipment Technician II
Medical Laboratory Technician I
Medical Laboratory Technician II
Medical Officer III
Medical Officer III**
Medical Officer IV
Medical Specialist I
Medical Specialist II
Medical Specialist II (Part-Time)
Medical Specialist IV
Medical Technologist II
Metro Aide I
Metro Aide II
Midwife I
Midwife II
Midwife III
Municipal Assistant Department Head 1(Assistant Municipal Treasurer)
Municipal Government                          Department Head I                                (Municipal Social Welfare and Development Officer)
Municipal Government Assistant Department Head I
"Municipal Government Assistant Department Head I
[Assistant Municipal Treasurer]"
Municipal Government Assistant Department Head I (Assistant Municipal Treasurer)
Municipal Government Assistant Department Head I (Internal Auditor IV)
Municipal Government Assistant Department Head I (Municipal Health Office - Rural Health Unit 2)
Municipal Government Department Head 1 (Local Disaster Risk Reduction Management Officer)
Municipal Government Department Head 1 (Municipal Budget Officer)
Municipal Government Department Head 1 (Municipal Social Welfare And Development Officer)
"Municipal Government Department Head I 
(Municipal Accountant)"
Municipal Government Department Head I                                                        ( Municipal Treasurer )
Municipal Government Department Head I               ( Municipal Engineer)
Municipal Government Department Head I               ( Municipal Health Officer)
Municipal Government Department Head I       (Municipal Budget Officer)
Municipal Government Department Head I (College Administrator)
Municipal Government Department Head I (Local Disaster Risk Reduction and Management Officer)
Municipal Government Department Head I (MSWDO I)
Municipal Government Department Head I (Municipal Accountant)
Municipal Government Department Head I (Municipal Agriculturist }
Municipal Government Department Head I (Municipal Agriculturist)
Municipal Government Department Head I (Municipal Assessor)
Municipal Government Department Head I (Municipal Budget Officer)
Municipal Government Department Head I (Municipal Civil Registrar)
Municipal Government Department Head I (Municipal Environment and Natural Resources Officer)
Municipal Government Department Head I (Municipal Health Officer I)
Municipal Government Department Head I (Municipal Health Officer)
Municipal Government Department Head I (Municipal Planning and Development Coordinator I)
Municipal Government Department Head I (Municipal Planning and Development Coordinator)
Municipal Government Department Head I (Municipal Social Welfare and Development Officer)
Municipal Government Department Head I (Municipal Treasurer)
Municipal Government Department Head I (Secretary to the Sangguniang Bayan)
Municipal Government Department Head I(Municipal Health Officer)
NOTHING FOLLOWS
NURSE I
NURSE II
NURSE II (D.O.)
NURSE III
NURSE IV
NURSING ATTENDANT I
NURSING ATTENDANT II
NUTRITIONIST DIETITIAN II
Nurse I
Nurse II
Nurse III
Nurse V
Nursing Attendant I
Nursing Attendant II
Nutrition Officer I
Nutritionist-Dietitian I
Nutritionist-Dietitian II
Occupational Therapist I
Office Equipment Technician/ Mechanic B
PHARMACIST I
PHYSICAL THERAPIST I
PHYSICAL THERAPIST II
PHYSICAL THERAPY TECHNICIAN I
PLANNING OFFICER III
PLUMBING & TINNING INSPECTOR II
PROJECT DEVELOPMENT OFFICER I
PROJECT DEVELOPMENT OFFICER II-SGOD
Parking Aide I
Parking Aide III
Patrolman/ Patrolwoman (1 Slot)
Patrolman/Patrolwoman               (1 Slot)
Personnel Specialist II (Human Resource Specialist II)
Pest Control Officer
Pharmacist I
Pharmacist II
Pharmacist III
Planning Assistant
Planning Officer I
Planning Officer II
Planning Officer III
Plumber Foreman
Police Inspector II
Police Inspector III
Population Program Officer I
"Position Title (Parenthetical Title, if applicable)"
Principal Engineer A
Principal Engineer D
Probation Officer I
Probation Officer II
Project Development Assistant
Project Development Officer I
Project Development Officer II
Project Development Officer IV
Project Evaluation Officer III
Provincial Government Assistant Department Head
Provincial Government Department Head
Provincial Health Officer I
Provincial Health Officer II
Psychologist III
Public Schools District Supervisor
Quality Assurance Officer
Quality Assurance Officer / Classifier
RADIOLOGIC TECHNOLOGIST I
REGISTRATION OFFICER IV
REVENUE COLLECTION CLERK I
REVENUE COLLECTION CLERK II
REVENUE COLLECTION CLERK III
Radiologic Technologist I
Registrar I
Registrar I (Senior High School)
Registrar II
Respiratory Therapist II
Revenue Collection Clerk 1
Revenue Collection Clerk I
Revenue Collection Clerk II
Revenue Collection Clerk III
Revenue Collection Clerk-II
Revenue Officer I
SANITATION INSPECTOR I
SCHOOL PRINCIPAL I
SCHOOL PRINCIPAL I (JHS)
SCHOOL PRINCIPAL I (SHS)
SCHOOL PRINCIPAL II
SCHOOL PRINCIPAL II (JHS)
SCHOOL PRINCIPAL III
SENIOR ADMINISTRATIVE ASSISTANT II (COMPUTER OPERATOR IV)
SENIOR AGRICULTURIST
SENIOR HEALTH PROGRAM OFFICER
SOCIAL WELFARE ASSISTANT
SOCIAL WELFARE OFFICER I
SOCIAL WELFARE OFFICER II
SOCIAL WELFARE OFFICER IV
SPECIAL EDUCATION TEACHER 1 (ELEMENTARY)
SPECIAL EDUCATION TEACHER I
SPECIAL EDUCATION TEACHER I-ELEM
SPECIAL EDUCATION TEACHER II
SPECIAL EDUCATION TEACHER IV
SPECIAL SCIENCE TEACHER I
"SPECIAL SCIENCE TEACHER I
(SENIOR HIGH)"
SPECIAL SCIENCE TEACHER I-SHS
SPEECH THERAPIST I
SPEECH THERAPIST II
SUPERVISING ADMINISTRATIVE OFFICER
Sanitation Inspector I
Sanitation Inspector II
School Credits Evaluator
School Librarian I
School Principal I
School Principal II
School Principal III
School Principal IV
School Prinicipal I
Science Research Assistant
Science Research Specialist I
Security Agent I
Security Guard I
Senior Accounting Processor A
Senior Administrative Assistant I (Data Controller IV)
Senior Administrative Assistant I (Data Entry Machine Operator IV)
Senior Administrative Assistant II (Computer Operator IV)
Senior Agrarian Reform Program Officer (Agrarian Reform Investigating Officer III)
Senior Agrarian Reform Program Technologist
Senior Agriculturist
Senior Aquaculturist
Senior Building Electrician A
Senior Economic Development Specialist
Senior Education Program Specialist
Senior Fire Officer I
Senior Fire Officer II
Senior Fire Officer III
Senior Fire Officer IV
Senior Internal Control Officer A
Senior Labor and Employment Officer
Senior Personnel Specialist (Senior Human Resource Specialist)
Senior Probation Officer
Senior Tourism Operations Officer
Senior Trade-Industry Development Specialist
Senior Transportation Regulation Officer
Social Welfare Aide
Social Welfare Assistant
Social Welfare Officer I
Social Welfare Officer II
Social Welfare Officer III
Social Welfare Officer IV
Special Education Teacher I
Special Education Teacher I (Elementary School)
Special Education Teacher II (Elementary School)
Special Operations Officer I
Special Operations Officer III
Special Science Teacher I
Statistician
Statistician II
Stenographic Reporter II
Supervising Administrative Officer
Supervising Administrative Officer (Administrative Officer IV)
Supervising Agriculturist
Supervising Data Encoder/Controller
Supervising Ecosystems Management Specialist
Supervising Engineer A
Supervising Grains Officer
Supervising Labor and Employment Officer
Supervising Personnel Specialist (Supervising Human Resource Specialist)
Surveyman
TEACHER      I                         - (Senior High School Teacher I - Technical Vocation Track-(TVL))
TEACHER I
"TEACHER I
(Secondary)"
TEACHER I            (Senior High School Teacher I - Technical Vocational Track (TVL))
TEACHER I    (Senior High School Teacher I - Technical Vocational Track (TVL))
TEACHER I (ELEMENTARY)
TEACHER I (Elementary)
TEACHER I (JHS)
TEACHER I (SECONDARY)
TEACHER I (SHS)
TEACHER I (Secondary)
TEACHER I-ELEM
TEACHER I-JHS
TEACHER I-KINDERGARTEN
TEACHER II
"TEACHER II
(ELEMENTARY)"
"TEACHER II
(Elementary)"
"TEACHER II
(Secondary)"
TEACHER II (ELEMENTARY)
TEACHER II (Elementary)
TEACHER II (SECONDARY)
TEACHER II (SHS)
TEACHER II (Secondary)
TEACHER II (Senior High School Teacher II- Academic Track and Core Subjects)
TEACHER II (Senior High School)
TEACHER II-ELEM
TEACHER II-JHS
TEACHER II-SHS
TEACHER III
"TEACHER III
(ELEMENTARY)"
"TEACHER III
(Secondary)"
"TEACHER III 
(Elementary)"
TEACHER III (ELEMENTARY)
TEACHER III (Elem)
TEACHER III (Elementary)
TEACHER III (JHS)
TEACHER III (SECONDARY)
TEACHER III (SHS)
TEACHER III (Secondary)
TEACHER III (Senior High School Teacher III-Academic Track and Core Subjects)
TEACHER III (Senior High School)
TEACHER III-ELEM
TEACHER III-JHS
TEACHER III-SHS
Tax Mapper I
Tax Mapper II
Tax Mapper III
Tax Mapping Aide
Teachear II (Elementary)
Teacher Credentials Evaluator II
Teacher I
"Teacher I
(Elementary)"
"Teacher I
(Secondary)"
"Teacher I
(Senior High School  Teacher I - Academic Track and Core Subjects)"
"Teacher I
(Senior High School  Teacher I - Technical Vocational Track (TVL))"
"Teacher I
(Senior High School Teacher I - Academic Track and Core Subjects)"
"Teacher I
(Senior High School Teacher I - Sports Track)"
"Teacher I
(Senior High School Teacher I - Technical Vocational Track (TVL))"
"Teacher I 
(Elementary)"
Teacher I            (Senior High School Teacher I - sports Track)
Teacher I (Elementary School)
Teacher I (Elementary)
Teacher I (Secondary)
Teacher I (Senior High School Teacher I- Technical Vocational Track (TVL))
Teacher I (Senior High School Teacher I-Academic Track and Core Subjects)
Teacher I (Senior High School Teacher I-Technical Vocational Track (TVL))
Teacher I-SHS
Teacher I-Secondary
